,0,index
303,-1,2949
304,1,57
305,-1,2625
306,0,2236
307,-1,3197
308,-1,712
309,-1,1878
310,-1,2452
311,-1,3573
312,-1,2256
313,-1,974
314,-1,1036
315,0,709
316,-1,2432
317,-1,2274
318,-1,3492
319,-1,130
320,-1,3454
321,-1,3940
322,-1,3457
323,-1,3908
324,-1,2467
325,-1,4098
326,0,1253
327,-1,235
328,0,760
329,0,1454
330,-1,1589
331,1,148
332,-1,771
333,0,1229
334,0,1234
335,-1,1779
336,-1,1212
337,-1,2152
338,-1,2996
339,0,3765
340,-1,1927
341,-1,3385
342,-1,2663
343,-1,3512
344,-1,3012
345,-1,1349
346,0,1699
347,-1,3097
348,0,3680
349,-1,3238
350,-1,2897
351,-1,3303
352,-1,2956
353,-1,1073
354,0,1903
355,-1,2428
356,-1,2483
357,-1,43
358,-1,467
359,0,3026
360,-1,3772
361,-1,3855
362,0,3276
363,-1,1913
364,0,2332
365,-1,2766
366,0,3619
367,-1,2107
368,-1,2734
369,-1,26
370,-1,115
371,-1,2426
372,0,3646
373,-1,3644
374,-1,634
375,0,3776
376,0,1923
377,0,1052
378,-1,3306
379,-1,1295
380,-1,2308
381,-1,2929
382,-1,986
383,-1,3393
384,-1,2515
385,-1,2791
386,-1,805
387,-1,937
388,-1,2948
389,-1,2127
390,-1,1845
391,-1,388
392,-1,1803
393,0,899
394,0,3305
395,-1,1345
396,-1,2797
397,-1,611
398,-1,4445
399,-1,755
400,0,3032
401,-1,571
402,-1,2628
403,-1,3244
404,-1,4144
405,-1,463
406,-1,522
407,-1,2020
408,-1,2789
409,-1,2877
410,-1,3022
411,-1,3673
412,-1,1443
413,-1,940
414,-1,1163
415,-1,169
416,-1,2864
417,-1,1730
418,-1,3988
419,0,4272
420,-1,162
421,-1,822
422,-1,3424
423,-1,1970
424,-1,802
425,-1,787
426,-1,690
427,-1,2920
428,-1,4355
429,1,1767
430,-1,4274
431,0,363
432,-1,92
433,0,1511
434,-1,1552
435,-1,3327
436,-1,4456
437,-1,3504
438,-1,2978
439,-1,100
440,-1,676
441,0,1390
442,-1,1016
443,-1,2781
444,-1,2064
445,-1,3317
446,-1,3495
447,-1,2237
448,0,3451
449,0,1541
450,-1,3883
451,0,1242
452,-1,3269
453,-1,3856
454,-1,1321
455,-1,3857
456,-1,876
457,-1,4352
458,-1,879
459,-1,2851
460,0,3769
461,0,213
462,-1,4010
463,0,3639
464,-1,3089
465,-1,4398
466,-1,2246
467,-1,3877
468,0,476
469,-1,3616
470,-1,1199
471,-1,2908
472,-1,3340
473,-1,1538
474,-1,499
475,-1,2534
476,-1,2416
477,-1,4271
478,-1,1162
479,-1,524
480,0,866
481,-1,1404
482,-1,544
483,0,1366
484,-1,1002
485,-1,1038
486,-1,408
487,-1,2307
488,-1,2223
489,-1,3034
490,-1,3590
491,-1,1505
492,0,1435
493,1,4438
494,-1,1686
495,-1,1673
496,-1,4350
497,0,1897
498,-1,1896
499,0,941
500,-1,3062
501,0,973
502,-1,337
503,0,1043
504,-1,1630
505,-1,1731
506,0,1440
507,-1,2335
508,-1,305
509,0,3640
510,-1,2214
511,-1,3225
512,1,2964
513,-1,540
514,-1,1626
515,0,4289
516,-1,3841
517,-1,4482
518,-1,3058
519,-1,1776
520,-1,2503
521,-1,458
522,-1,2105
523,-1,400
524,-1,263
525,-1,1092
526,-1,2488
527,-1,3030
528,-1,2618
529,-1,3552
530,0,1077
531,-1,3964
532,-1,808
533,-1,3314
534,0,1221
535,-1,3211
536,-1,3137
537,-1,627
538,0,3628
539,-1,1857
540,0,1839
541,-1,2531
542,-1,3000
543,-1,4243
544,-1,2950
545,0,1596
546,-1,2002
547,-1,2188
548,1,837
549,0,322
550,-1,788
551,-1,3182
552,-1,608
553,0,4147
554,-1,3726
555,-1,1899
556,-1,2619
557,-1,3114
558,0,4187
559,0,2883
560,-1,1671
561,0,1364
562,-1,4023
563,1,3209
564,-1,2965
565,-1,1518
566,-1,2778
567,-1,507
568,-1,2334
569,1,204
570,-1,2790
571,-1,1659
572,-1,3337
573,0,1311
574,-1,2348
575,-1,3996
576,-1,2644
577,-1,4362
578,-1,4196
579,0,3536
580,-1,3230
581,-1,880
582,-1,2617
583,-1,830
584,-1,1354
585,-1,796
586,-1,2061
587,-1,3965
588,-1,660
589,-1,1697
590,-1,2633
591,0,1460
592,-1,3496
593,0,763
594,0,962
595,-1,1484
596,-1,2622
597,-1,1224
598,0,1067
599,-1,1360
600,-1,3227
601,-1,394
602,-1,2708
603,-1,1948
604,-1,1610
605,0,2
606,-1,3556
607,-1,358
608,0,915
609,-1,1613
610,-1,696
611,-1,2501
612,-1,3177
613,-1,1918
614,0,1612
615,-1,1667
616,-1,2484
617,-1,3095
618,-1,2069
619,-1,2602
620,-1,4441
621,-1,3497
622,0,1813
623,-1,3983
624,-1,2958
625,-1,2120
626,-1,3354
627,-1,1079
628,-1,452
629,-1,1792
630,-1,1106
631,0,3583
632,-1,109
633,-1,4324
634,-1,3895
635,-1,4133
636,0,1411
637,-1,3837
638,-1,3205
639,-1,3777
640,-1,591
641,-1,1347
642,-1,1369
643,0,1429
644,-1,1590
645,-1,475
646,-1,3529
647,-1,193
648,-1,2167
649,0,1492
650,1,2819
651,-1,854
652,0,958
653,1,3111
654,0,3399
655,-1,3187
656,-1,3206
657,0,1646
658,-1,1112
659,-1,2568
660,-1,3490
661,-1,3415
662,-1,267
663,-1,4088
664,-1,3970
665,0,4217
666,-1,639
667,-1,606
668,-1,3483
669,-1,2757
670,-1,1118
671,0,3798
672,-1,3301
673,-1,56
674,0,3603
675,-1,657
676,-1,3296
677,0,4458
678,0,3861
679,-1,548
680,0,2468
681,0,3671
682,0,1068
683,-1,2331
684,-1,2918
685,-1,4181
686,-1,1183
687,-1,2603
688,-1,523
689,1,715
690,-1,4003
691,-1,3927
692,-1,3560
693,-1,1028
694,-1,1692
695,-1,1597
696,0,4172
697,1,501
698,-1,3377
699,-1,2381
700,0,3414
701,0,3831
702,-1,1496
703,-1,878
704,-1,4277
705,-1,2504
706,-1,2216
707,-1,1768
708,-1,3150
709,0,1241
710,-1,3976
711,-1,2854
712,0,1283
713,-1,1178
714,-1,1128
715,-1,3892
716,-1,2572
717,0,3863
718,-1,893
719,1,1778
720,-1,2296
721,-1,2584
722,-1,975
723,-1,2875
724,0,954
725,-1,4117
726,0,957
727,-1,2077
728,0,1447
729,-1,3229
730,-1,1376
731,-1,3156
732,-1,352
733,-1,4210
734,0,1432
735,-1,817
736,-1,4356
737,-1,324
738,-1,698
739,-1,3198
740,-1,1654
741,0,886
742,-1,2998
743,-1,607
744,0,885
745,-1,3313
746,-1,2530
747,-1,2173
748,-1,2409
749,-1,4276
750,-1,518
751,0,367
752,-1,2350
753,0,1558
754,-1,3257
755,-1,4384
756,-1,311
757,-1,583
758,-1,1921
759,-1,1576
760,-1,474
761,-1,1747
762,0,1477
763,-1,1705
764,0,4381
765,-1,2299
766,0,3800
767,-1,4306
768,-1,3779
769,-1,1529
770,-1,2866
771,-1,2473
772,-1,1219
773,-1,2138
774,-1,2938
775,-1,1641
776,-1,2339
777,-1,818
778,-1,4378
779,-1,4050
780,-1,1572
781,1,3148
782,0,3514
783,-1,1011
784,-1,3005
785,-1,509
786,-1,1643
787,-1,939
788,-1,2453
789,0,2155
790,-1,425
791,-1,4235
792,-1,4303
793,-1,3325
794,-1,3155
795,-1,3551
796,-1,4234
797,-1,4125
798,-1,4157
799,-1,292
800,-1,557
801,-1,2196
802,0,2662
803,-1,1732
804,-1,2705
805,-1,998
806,-1,2887
807,-1,3485
808,-1,1756
809,-1,1989
810,-1,3228
811,0,1281
812,0,3231
813,-1,593
814,-1,1515
815,-1,3088
816,-1,2550
817,-1,870
818,-1,244
819,-1,1994
820,-1,419
821,-1,60
822,0,62
823,-1,3458
824,0,314
825,-1,4284
826,-1,1875
827,-1,300
828,-1,1148
829,0,1384
830,-1,3344
831,-1,2869
832,-1,1082
833,-1,3126
834,-1,3103
835,-1,2211
836,-1,1033
837,-1,1532
838,-1,2499
839,0,3679
840,-1,2390
841,-1,2276
842,0,3759
843,-1,2027
844,-1,19
845,-1,3266
846,0,4317
847,-1,1787
848,0,29
849,-1,1712
850,-1,3328
851,-1,437
852,0,972
853,-1,209
854,0,3819
855,-1,3957
856,-1,418
857,-1,3373
858,-1,3258
859,-1,3368
860,0,1392
861,-1,621
862,-1,4028
863,1,4419
864,-1,654
865,-1,559
866,-1,4044
867,-1,2740
868,-1,3255
869,1,277
870,1,1920
871,-1,3037
872,-1,3341
873,-1,2677
874,-1,2089
875,-1,3962
876,0,4090
877,-1,328
878,-1,630
879,-1,1690
880,-1,199
881,-1,3202
882,-1,3186
883,-1,433
884,-1,1666
885,-1,4248
886,-1,383
887,-1,3240
888,-1,2366
889,-1,4153
890,0,1401
891,0,3557
892,-1,1334
893,-1,2425
894,-1,666
895,0,3904
896,-1,3697
897,-1,930
898,-1,3775
899,0,856
900,-1,4401
901,-1,4305
902,0,3665
903,-1,792
904,-1,553
905,1,1761
906,-1,3338
907,-1,3948
908,-1,4152
909,1,3002
910,-1,3881
911,-1,231
912,-1,2873
913,1,786
914,0,24
915,-1,232
916,-1,2799
917,0,3795
918,-1,1161
919,-1,976
920,-1,635
921,-1,2838
922,-1,3630
923,0,171
924,0,2924
925,-1,3130
926,0,942
927,-1,1373
928,-1,1981
929,0,1119
930,0,4475
931,0,3691
932,-1,175
933,-1,2179
934,0,2541
935,-1,4087
936,-1,2386
937,-1,1325
938,-1,282
939,0,3682
940,1,3591
941,-1,2609
942,-1,389
943,-1,2316
944,0,428
945,-1,3248
946,-1,2777
947,0,2785
948,-1,2410
949,0,990
950,-1,4184
951,-1,4077
952,-1,2411
953,-1,3268
954,-1,3270
955,-1,604
956,1,2106
957,-1,2726
958,-1,983
959,-1,2959
960,-1,2848
961,-1,2716
962,0,3968
963,-1,3102
964,-1,273
965,0,1074
966,0,1252
967,-1,2202
968,-1,2753
969,-1,2317
970,-1,3942
971,-1,846
972,-1,2813
973,0,2945
974,0,4442
975,-1,4279
976,0,2460
977,-1,134
978,1,843
979,1,4074
980,1,753
981,1,1260
982,-1,1122
983,0,3611
984,-1,1754
985,-1,4465
986,-1,1766
987,0,1809
988,0,3704
989,-1,2139
990,-1,3407
991,-1,3767
992,-1,1086
993,0,1305
994,-1,834
995,0,3632
996,0,1822
997,1,2823
998,-1,2392
999,-1,459
1000,-1,4326
1001,-1,3521
1002,-1,4051
1003,-1,483
1004,-1,1539
1005,0,1309
1006,-1,4080
1007,-1,663
1008,-1,2054
1009,-1,1427
1010,-1,2536
1011,-1,2229
1012,0,757
1013,1,1261
1014,-1,2478
1015,-1,2365
1016,-1,2461
1017,0,1472
1018,-1,2434
1019,-1,4339
1020,0,3879
1021,0,2913
1022,-1,1625
1023,-1,2578
1024,-1,2527
1025,-1,2154
1026,-1,3060
1027,0,3594
1028,-1,895
1029,-1,3043
1030,-1,3143
1031,-1,1370
1032,-1,4212
1033,-1,223
1034,-1,2800
1035,-1,1950
1036,-1,1237
1037,-1,4025
1038,0,1310
1039,1,813
1040,-1,4022
1041,-1,4060
1042,0,2934
1043,-1,2113
1044,-1,4014
1045,-1,1662
1046,-1,2761
1047,-1,3241
1048,-1,1603
1049,-1,229
1050,-1,366
1051,-1,4056
1052,-1,2517
1053,-1,3953
1054,-1,694
1055,-1,3245
1056,-1,2442
1057,-1,4034
1058,0,1108
1059,0,3588
1060,-1,2036
1061,-1,3865
1062,-1,3850
1063,-1,2898
1064,-1,697
1065,0,3578
1066,0,1232
1067,-1,1535
1068,-1,4262
1069,-1,3021
1070,-1,3168
1071,-1,4422
1072,-1,3360
1073,-1,198
1074,0,1826
1075,-1,502
1076,-1,398
1077,0,910
1078,-1,4414
1079,-1,3502
1080,0,4474
1081,-1,1491
1082,-1,2457
1083,1,2810
1084,0,1889
1085,0,2268
1086,-1,3331
1087,-1,977
1088,1,4251
1089,-1,3395
1090,0,153
1091,-1,2189
1092,-1,2376
1093,-1,3356
1094,-1,2008
1095,-1,1336
1096,-1,278
1097,0,2802
1098,0,1372
1099,-1,1267
1100,-1,3008
1101,-1,2305
1102,-1,3464
1103,0,3654
1104,-1,1733
1105,-1,2493
1106,-1,242
1107,-1,2369
1108,-1,3264
1109,-1,4228
1110,-1,535
1111,-1,1783
1112,-1,1037
1113,-1,2257
1114,-1,4002
1115,-1,1854
1116,-1,1059
1117,-1,1795
1118,-1,3944
1119,-1,2522
1120,-1,67
1121,-1,2486
1122,-1,2267
1123,-1,2368
1124,-1,85
1125,-1,1852
1126,-1,2462
1127,-1,3040
1128,-1,953
1129,-1,1723
1130,-1,2764
1131,-1,74
1132,-1,3045
1133,-1,1367
1134,-1,1322
1135,-1,3918
1136,-1,2285
1137,0,681
1138,-1,2685
1139,-1,1081
1140,0,1445
1141,1,4058
1142,-1,898
1143,0,3796
1144,-1,1110
1145,-1,2253
1146,-1,2570
1147,1,1752
1148,-1,2271
1149,-1,1802
1150,-1,2955
1151,-1,255
1152,0,2688
1153,-1,2084
1154,-1,642
1155,-1,2966
1156,-1,4343
1157,-1,4393
1158,-1,4158
1159,0,1131
1160,-1,70
1161,-1,473
1162,-1,4104
1163,0,1579
1164,0,1436
1165,0,1097
1166,-1,4364
1167,-1,1856
1168,-1,2546
1169,-1,4285
1170,-1,2710
1171,-1,1243
1172,-1,315
1173,-1,2288
1174,-1,3410
1175,-1,1485
1176,-1,392
1177,-1,2818
1178,0,3802
1179,0,948
1180,0,1272
1181,-1,1024
1182,-1,1093
1183,-1,4250
1184,-1,533
1185,-1,61
1186,0,1250
1187,-1,1611
1188,-1,881
1189,-1,3748
1190,-1,1120
1191,-1,1598
1192,0,882
1193,-1,1034
1194,1,1604
1195,-1,3563
1196,-1,2301
1197,-1,3491
1198,-1,1247
1199,-1,4134
1200,-1,3207
1201,-1,1501
1202,-1,237
1203,-1,3370
1204,-1,2847
1205,-1,3334
1206,-1,1490
1207,-1,3808
1208,-1,3145
1209,-1,2295
1210,-1,2403
1211,-1,680
1212,-1,6
1213,-1,1851
1214,-1,2968
1215,-1,1594
1216,-1,2186
1217,0,3569
1218,-1,4453
1219,0,3067
1220,0,3869
1221,-1,3330
1222,0,2885
1223,-1,2537
1224,-1,628
1225,-1,2939
1226,-1,308
1227,-1,4368
1228,-1,1965
1229,-1,1707
1230,1,479
1231,-1,3900
1232,-1,2910
1233,-1,2418
1234,-1,2319
1235,-1,4069
1236,-1,1510
1237,0,2192
1238,0,1403
1239,0,2190
1240,-1,215
1241,-1,534
1242,0,3703
1243,-1,1169
1244,0,3656
1245,-1,2203
1246,-1,1746
1247,-1,2820
1248,0,2936
1249,-1,2399
1250,-1,331
1251,-1,835
1252,0,3550
1253,-1,1168
1254,0,3599
1255,-1,529
1256,-1,1585
1257,-1,3302
1258,-1,1568
1259,-1,2565
1260,-1,1584
1261,-1,2222
1262,0,1007
1263,-1,747
1264,-1,2611
1265,0,2171
1266,0,2183
1267,-1,4094
1268,0,3797
1269,0,1473
1270,-1,811
1271,-1,2321
1272,-1,641
1273,-1,2745
1274,-1,2337
1275,0,824
1276,0,966
1277,-1,4194
1278,0,3674
1279,-1,3274
1280,0,1614
1281,0,3623
1282,-1,3413
1283,0,2360
1284,0,838
1285,-1,532
1286,1,4067
1287,-1,1865
1288,-1,573
1289,-1,1465
1290,-1,1715
1291,-1,849
1292,-1,257
1293,-1,3669
1294,-1,3219
1295,0,3074
1296,0,3084
1297,-1,2033
1298,-1,2245
1299,-1,3817
1300,-1,2718
1301,-1,2383
1302,-1,1350
1303,-1,3029
1304,0,516
1305,0,1330
1306,-1,4136
1307,-1,3237
1308,0,71
1309,0,253
1310,-1,2737
1311,1,3292
1312,-1,81
1313,-1,4312
1314,-1,2607
1315,-1,3791
1316,-1,3077
1317,0,1546
1318,-1,2842
1319,-1,427
1320,-1,3713
1321,0,2773
1322,-1,1734
1323,0,166
1324,-1,3147
1325,0,1375
1326,0,1265
1327,-1,127
1328,0,4141
1329,-1,1184
1330,-1,2870
1331,-1,855
1332,0,4470
1333,-1,2137
1334,-1,2822
1335,0,2041
1336,-1,1828
1337,-1,1782
1338,-1,3813
1339,-1,4009
1340,0,3717
1341,-1,3992
1342,-1,4068
1343,0,453
1344,-1,1990
1345,-1,3515
1346,-1,1508
1347,0,2598
1348,0,1218
1349,-1,732
1350,-1,3134
1351,-1,1655
1352,-1,4321
1353,-1,1836
1354,-1,508
1355,-1,3905
1356,-1,3621
1357,-1,2671
1358,-1,212
1359,-1,132
1360,-1,560
1361,-1,2583
1362,-1,2543
1363,-1,310
1364,-1,1463
1365,-1,3974
1366,-1,1868
1367,0,1147
1368,-1,3431
1369,-1,4020
1370,-1,2055
1371,0,2892
1372,-1,248
1373,-1,909
1374,-1,4333
1375,-1,1216
1376,-1,4189
1377,-1,89
1378,0,3718
1379,0,3568
1380,-1,3909
1381,0,4397
1382,0,1208
1383,-1,2947
1384,-1,1862
1385,0,339
1386,0,3571
1387,0,4281
1388,-1,1959
1389,-1,2140
1390,0,1672
1391,-1,2495
1392,-1,2940
1393,-1,2524
1394,0,3622
1395,0,1286
1396,0,1019
1397,-1,2872
1398,1,3480
1399,0,3121
1400,0,3676
1401,-1,1313
1402,0,4426
1403,0,894
1404,-1,528
1405,-1,3312
1406,-1,2689
1407,0,335
1408,-1,1675
1409,-1,1341
1410,-1,2876
1411,-1,2646
1412,-1,1677
1413,-1,784
1414,-1,932
1415,-1,1757
1416,-1,3165
1417,0,4304
1418,-1,1182
1419,0,1361
1420,-1,3076
1421,-1,249
1422,0,16
1423,-1,4264
1424,-1,3882
1425,0,2165
1426,-1,4011
1427,-1,4148
1428,0,4238
1429,0,3650
1430,-1,758
1431,-1,2345
1432,-1,1606
1433,-1,2669
1434,-1,951
1435,-1,307
1436,-1,2631
1437,0,1109
1438,-1,293
1439,-1,3402
1440,-1,3210
1441,1,101
1442,-1,156
1443,-1,4122
1444,-1,1
1445,1,519
1446,0,3873
1447,-1,4225
1448,0,4451
1449,-1,781
1450,-1,362
1451,0,2219
1452,-1,1634
1453,-1,2389
1454,0,933
1455,-1,2926
1456,-1,1872
1457,-1,110
1458,-1,719
1459,-1,2283
1460,-1,1753
1461,-1,350
1462,0,4403
1463,-1,2093
1464,-1,2082
1465,-1,4237
1466,-1,2514
1467,-1,3932
1468,1,4247
1469,0,3434
1470,-1,1090
1471,-1,2640
1472,-1,2118
1473,-1,3476
1474,-1,1078
1475,-1,2443
1476,-1,3719
1477,-1,1676
1478,-1,3859
1479,-1,381
1480,-1,434
1481,0,4111
1482,0,2891
1483,0,218
1484,-1,4078
1485,0,3762
1486,-1,4199
1487,-1,1087
1488,-1,1708
1489,0,707
1490,-1,3138
1491,-1,205
1492,0,931
1493,-1,821
1494,-1,2868
1495,0,1176
1496,0,2937
1497,0,3681
1498,-1,512
1499,0,3108
1500,-1,1202
1501,-1,806
1502,-1,1678
1503,-1,2752
1504,-1,2281
1505,-1,2320
1506,-1,2551
1507,-1,3363
1508,-1,1743
1509,-1,735
1510,-1,1986
1511,-1,3923
1512,-1,2720
1513,-1,598
1514,0,3011
1515,0,1256
1516,-1,1739
1517,-1,2917
1518,-1,3106
1519,0,1799
1520,-1,406
1521,-1,799
1522,-1,3135
1523,-1,4342
1524,-1,3333
1525,-1,3835
1526,0,1377
1527,-1,1548
1528,-1,803
1529,-1,2706
1530,-1,2385
1531,-1,1044
1532,-1,3315
1533,-1,2511
1534,-1,4033
1535,-1,3498
1536,-1,1337
1537,-1,376
1538,-1,2177
1539,-1,460
1540,-1,2159
1541,-1,645
1542,-1,182
1543,0,1794
1544,-1,4073
1545,-1,1633
1546,-1,839
1547,-1,785
1548,-1,3118
1549,-1,2028
1550,0,1438
1551,-1,602
1552,-1,3355
1553,-1,3978
1554,-1,3015
1555,1,2227
1556,-1,1726
1557,-1,3438
1558,-1,603
1559,-1,3756
1560,-1,3500
1561,0,3937
1562,-1,980
1563,-1,3189
1564,-1,3369
1565,-1,2890
1566,1,186
1567,-1,2717
1568,-1,4176
1569,0,3829
1570,-1,581
1571,-1,2693
1572,-1,2973
1573,0,3635
1574,1,705
1575,-1,1737
1576,-1,247
1577,-1,928
1578,-1,1123
1579,-1,2903
1580,-1,2655
1581,-1,2318
1582,-1,2352
1583,-1,706
1584,-1,496
1585,-1,1887
1586,-1,1257
1587,-1,4004
1588,-1,3178
1589,0,4411
1590,-1,4288
1591,0,1180
1592,-1,4017
1593,-1,2739
1594,-1,4314
1595,0,1405
1596,-1,329
1597,0,1010
1598,0,992
1599,-1,3840
1600,-1,801
1601,-1,1665
1602,-1,3554
1603,1,2933
1604,0,3694
1605,0,1462
1606,0,1383
1607,-1,868
1608,-1,3129
1609,-1,4253
1610,-1,3215
1611,-1,3951
1612,-1,538
1613,0,907
1614,-1,1527
1615,-1,4308
1616,-1,2145
1617,-1,3332
1618,-1,1793
1619,-1,2630
1620,-1,1623
1621,0,3695
1622,-1,3723
1623,-1,3755
1624,-1,2437
1625,-1,1333
1626,-1,689
1627,0,4132
1628,0,2803
1629,-1,3537
1630,0,3525
1631,-1,3768
1632,-1,4129
1633,-1,2477
1634,-1,3786
1635,-1,3750
1636,-1,2169
1637,-1,338
1638,-1,2596
1639,0,4171
1640,-1,2466
1641,-1,766
1642,-1,2121
1643,-1,3651
1644,-1,189
1645,-1,2733
1646,-1,1222
1647,1,2021
1648,-1,3049
1649,-1,1605
1650,-1,2123
1651,-1,1533
1652,1,545
1653,0,1395
1654,-1,2207
1655,1,1717
1656,-1,674
1657,0,2157
1658,-1,73
1659,0,4481
1660,-1,3558
1661,-1,2579
1662,-1,469
1663,-1,1709
1664,-1,2894
1665,-1,84
1666,0,3716
1667,-1,3991
1668,-1,4244
1669,-1,4391
1670,-1,2279
1671,-1,1124
1672,-1,183
1673,-1,95
1674,0,3743
1675,-1,3921
1676,0,421
1677,-1,3993
1678,0,48
1679,-1,2923
1680,-1,3914
1681,-1,3868
1682,-1,2696
1683,0,2444
1684,0,847
1685,-1,1480
1686,1,682
1687,0,2431
1688,0,2359
1689,-1,2250
1690,-1,2606
1691,-1,3966
1692,-1,1205
1693,-1,2228
1694,1,451
1695,-1,1146
1696,-1,97
1697,-1,1064
1698,-1,4310
1699,-1,2415
1700,-1,4396
1701,-1,1729
1702,-1,343
1703,-1,4374
1704,-1,772
1705,-1,4278
1706,-1,4188
1707,-1,2589
1708,-1,1906
1709,0,908
1710,0,2291
1711,-1,4405
1712,-1,2895
1713,-1,4091
1714,-1,3099
1715,-1,554
1716,-1,3180
1717,-1,587
1718,-1,1516
1719,-1,2599
1720,-1,776
1721,-1,3105
1722,0,187
1723,-1,3123
1724,1,2893
1725,0,1185
1726,-1,2637
1727,0,1954
1728,-1,665
1729,-1,4063
1730,0,4320
1731,0,4222
1732,-1,378
1733,-1,334
1734,-1,569
1735,-1,3094
1736,-1,4120
1737,1,188
1738,-1,2526
1739,-1,3308
1740,-1,636
1741,-1,146
1742,-1,1499
1743,-1,541
1744,-1,656
1745,-1,2104
1746,1,1700
1747,-1,836
1748,-1,420
1749,0,69
1750,0,3764
1751,-1,2397
1752,0,4357
1753,-1,3279
1754,-1,4191
1755,-1,2841
