,0,index
205,1,4449
206,1,2367
207,1,2026
208,0,4769
209,0,4562
210,1,4621
211,1,3950
212,1,3988
213,1,880
214,1,2717
215,1,2385
216,1,2215
217,1,2756
218,0,2146
219,1,1028
220,0,103
221,1,3432
222,1,502
223,0,335
224,1,3035
225,1,3614
226,1,4182
227,1,2271
228,1,2579
229,1,679
230,1,2283
231,1,407
232,0,787
233,1,2395
234,1,120
235,1,3557
236,1,569
237,1,4425
238,1,1670
239,0,2024
240,1,1491
241,1,3525
242,0,512
243,1,913
244,0,1503
245,1,4336
246,1,2525
247,0,4221
248,1,359
249,1,1818
250,1,3782
251,1,2644
252,1,446
253,0,4188
254,0,2466
255,1,448
256,1,605
257,0,2810
258,1,4447
259,1,1452
260,-1,276
261,0,907
262,1,3041
263,1,3290
264,1,883
265,1,3116
266,1,3717
267,0,1561
268,1,2835
269,1,2650
270,0,1829
271,1,2703
272,1,2521
273,0,4560
274,0,3277
275,1,1749
276,0,4053
277,1,199
278,1,4476
279,1,3711
280,0,805
281,1,2325
282,1,1609
283,0,1983
284,1,2876
285,1,1270
286,1,1200
287,1,2213
288,1,2662
289,0,469
290,1,1243
291,1,3659
292,1,4141
293,0,2023
294,1,237
295,1,1046
296,0,358
297,1,215
298,0,1945
299,1,1225
300,0,1990
301,0,1481
302,1,2963
303,0,1786
304,0,1871
305,1,4604
306,1,4406
307,1,4242
308,0,3428
309,1,4653
310,1,3788
311,1,4086
312,1,2558
313,1,1553
314,1,2291
315,1,404
316,1,4052
317,1,4671
318,0,48
319,0,1630
320,1,2745
321,0,4108
322,1,1087
323,1,4005
324,1,4563
325,1,2514
326,1,2624
327,1,3190
328,1,949
329,1,591
330,1,1580
331,1,3521
332,1,1911
333,1,200
334,1,1504
335,1,1211
336,1,2639
337,0,261
338,0,1142
339,1,2729
340,1,2005
341,0,4611
342,1,2211
343,1,301
344,1,213
345,0,567
346,1,1152
347,1,2053
348,1,2811
349,0,3554
350,1,2400
351,1,3589
352,1,4724
353,0,2294
354,1,3540
355,0,691
356,0,2090
357,0,3123
358,1,1012
359,1,2247
360,1,963
361,1,1187
362,1,2790
363,0,951
364,0,2083
365,1,3049
366,1,1644
367,0,2328
368,0,684
369,1,3626
370,1,2388
371,1,2268
372,1,3443
373,0,1228
374,1,3740
375,1,1165
376,1,2948
377,1,1082
378,1,4305
379,0,697
380,0,4318
381,1,3272
382,1,2718
383,1,1198
384,1,3350
385,-1,21
386,1,117
387,0,464
388,0,4482
389,1,2054
390,-1,95
391,1,2531
392,0,543
393,1,2796
394,0,3008
395,1,594
396,0,4437
397,1,2701
398,0,3203
399,1,4659
400,0,4110
401,1,1141
402,1,4396
403,1,1613
404,1,3574
405,0,4127
406,0,2095
407,0,1698
408,1,842
409,1,830
410,1,4068
411,0,2097
412,1,3433
413,1,4179
414,0,4129
415,1,418
416,1,4497
417,1,2122
418,1,1124
419,1,4393
420,1,4021
421,1,2437
422,1,267
423,1,1331
424,1,2282
425,1,3227
426,1,3267
427,0,4189
428,1,2493
429,1,30
430,1,545
431,1,3325
432,1,376
433,1,2474
434,1,4306
435,0,4668
436,1,1626
437,1,1474
438,1,1742
439,1,3857
440,1,2350
441,1,4176
442,1,3695
443,0,1058
444,1,2870
445,1,3905
446,1,3102
447,1,905
448,0,114
449,1,3715
450,1,323
451,1,374
452,0,1057
453,1,2358
454,1,4042
455,1,2947
456,1,2087
457,1,3797
458,1,874
459,-1,1837
460,0,3412
461,0,4684
462,1,507
463,0,1901
464,1,85
465,1,3226
466,0,774
467,0,3460
468,1,3804
469,1,3314
470,0,3584
471,1,3927
472,1,2896
473,1,3853
474,1,2058
475,1,4771
476,1,2575
477,1,3063
478,1,606
479,1,3374
480,1,3050
481,1,1637
482,0,318
483,1,519
484,1,4614
485,1,1784
486,1,266
487,1,2207
488,0,4548
489,0,3382
490,1,992
491,1,2335
492,1,3628
493,0,816
494,1,2714
495,1,1312
496,1,2465
497,0,4711
498,1,4320
499,0,1828
500,0,3250
501,0,2041
502,0,819
503,1,1147
504,0,558
505,1,3915
506,0,636
507,1,2560
508,0,4581
509,1,4569
510,0,854
511,1,3461
512,1,2621
513,1,4069
514,1,4185
515,1,4739
516,1,3368
517,1,2189
518,0,1973
519,1,45
520,0,3279
521,1,273
522,0,66
523,1,1185
524,1,792
525,0,1242
526,1,481
527,1,3276
528,0,4779
529,1,2608
530,0,4510
531,1,603
532,1,1079
533,1,70
534,0,3446
535,1,1823
536,1,3996
537,1,1357
538,0,4342
539,0,4617
540,0,562
541,1,1315
542,1,547
543,1,1704
544,0,1161
545,1,4453
546,1,2761
547,0,1531
548,1,1269
549,0,2413
550,1,858
551,1,347
552,1,1351
553,0,609
554,1,1965
555,1,2480
556,-1,1102
557,1,2682
558,1,1477
559,0,4735
560,0,4168
561,1,3851
562,1,2422
563,1,2909
564,0,1060
565,1,277
566,1,2657
567,1,3394
568,1,3989
569,0,2111
570,1,4282
571,1,4782
572,0,4612
573,1,4308
574,1,878
575,1,4138
576,1,174
577,0,4656
578,1,520
579,1,1814
580,1,3827
581,1,241
582,0,1674
583,1,522
584,1,316
585,0,1067
586,1,2334
587,0,1143
588,0,3738
589,1,3708
590,0,3922
591,0,730
592,1,2855
593,1,1210
594,0,3729
595,1,4461
596,1,2485
597,0,3691
598,0,4515
599,1,3111
600,1,2935
601,1,2547
602,1,888
603,0,998
604,0,549
605,1,2299
606,0,699
607,1,3977
608,1,1361
609,1,3027
610,1,2541
611,1,3713
612,1,1632
613,1,3663
614,1,1194
615,1,586
616,1,1318
617,1,18
618,1,1661
619,1,3362
620,0,725
621,0,2020
622,1,2977
623,1,196
624,1,852
625,1,2940
626,0,3673
627,1,3786
628,1,1781
629,1,2248
630,1,1328
631,1,3909
632,0,4275
633,-1,1888
634,1,954
635,1,3682
636,1,1235
637,0,968
638,1,2665
639,0,2152
640,0,1771
641,0,526
642,1,356
643,0,239
644,0,1532
645,0,1098
646,1,4764
647,0,2407
648,0,3042
649,1,2884
650,1,2149
651,1,3164
652,1,3328
653,1,1044
654,1,1441
655,1,2524
656,1,3871
657,1,3999
658,1,2631
659,1,4232
660,1,4442
661,0,4205
662,1,4616
663,1,292
664,0,1466
665,1,4212
666,1,3213
667,1,1586
668,1,3736
669,1,1998
670,0,3230
671,1,980
672,1,3654
673,0,3686
674,1,3174
675,1,161
676,1,1690
677,1,1128
678,1,2263
679,1,205
680,1,2798
681,0,1940
682,1,579
683,0,3353
684,1,1687
685,1,449
686,1,4090
687,1,1081
688,1,511
689,0,163
690,0,3679
691,1,3338
692,0,3623
693,1,1843
694,1,188
695,0,1785
696,0,124
697,0,4608
698,0,4670
699,1,3119
700,1,2776
701,0,3411
702,1,3207
703,0,3045
704,1,2338
705,0,736
706,1,193
707,0,952
708,1,4025
709,1,141
710,1,2955
711,1,1642
712,1,1086
713,1,4706
714,0,4475
715,1,1947
716,0,2203
717,0,3152
718,1,1850
719,1,616
720,1,3066
721,1,2564
722,1,641
723,1,3384
724,1,3105
725,0,832
726,0,1838
727,1,1861
728,1,1730
729,1,2452
730,1,2672
731,0,909
732,1,1831
733,0,4246
734,1,3852
735,1,2276
736,1,3850
737,0,677
738,0,2139
739,1,2548
740,0,3197
741,0,3178
742,1,461
743,0,632
744,1,2668
745,0,2074
746,1,2160
747,0,920
748,0,3301
749,0,3093
750,0,4478
751,1,5
752,1,2186
753,1,2559
754,0,1636
755,1,1721
756,1,2557
757,0,4727
758,1,4218
759,1,597
760,1,2183
761,1,2250
762,1,3603
763,1,536
764,0,473
765,0,1982
766,1,4132
767,0,2007
768,1,4240
769,0,3484
770,1,734
771,1,2322
772,1,3090
773,1,1497
774,1,2476
775,1,3799
776,1,487
777,1,4228
778,1,2766
779,1,2958
780,1,3511
781,1,1787
782,0,1916
783,1,4599
784,1,3082
785,0,106
786,1,2823
787,0,3242
788,1,575
789,1,249
790,0,799
791,1,4398
792,1,2394
793,0,4146
794,1,2919
795,-1,4410
796,1,2647
797,1,1382
798,1,3023
799,1,4034
800,1,3916
801,1,3202
802,1,3209
803,1,3221
804,0,2428
805,1,3537
806,1,4464
807,1,2816
808,0,2176
809,1,1700
810,1,1451
811,1,392
812,1,2840
813,1,3741
814,1,4632
815,1,3139
816,1,3727
817,0,2133
818,1,113
819,1,2230
820,0,4376
821,0,1789
822,1,3808
823,1,1714
824,1,4004
825,0,2106
826,1,2645
827,1,1476
828,1,593
829,1,2615
830,1,3138
831,1,2065
832,0,4723
833,1,4273
834,1,291
835,1,2526
836,0,2292
837,1,3034
838,1,1722
839,1,2694
840,1,644
841,1,3762
842,1,4013
843,0,1984
844,1,4390
845,1,2421
846,1,2746
847,1,1446
848,1,1186
849,1,4011
850,1,3452
851,1,1386
852,0,1577
853,0,1061
854,0,780
855,1,3015
856,1,2550
857,0,3217
858,1,3162
859,1,2317
860,1,1464
861,1,1538
862,0,528
863,1,4419
864,0,1026
865,1,2967
866,1,2488
867,1,39
868,1,1258
869,1,3883
870,1,3222
871,0,601
872,1,1480
873,1,2399
874,1,3523
875,0,306
876,1,3457
877,1,2991
878,1,3442
879,0,2069
880,1,281
881,0,4153
882,1,1303
883,0,762
884,1,4763
885,0,3249
886,1,87
887,0,4509
888,1,4471
889,0,2491
890,1,3098
891,1,2457
892,1,1387
893,1,4214
894,0,3681
895,0,2055
896,0,3542
897,1,2145
898,1,2762
899,0,510
900,0,948
901,1,1282
902,1,1461
903,1,1459
904,1,2659
905,1,2932
906,1,1849
907,1,2566
908,0,919
909,0,1731
910,1,851
911,1,2389
912,1,2779
913,1,4016
914,1,3385
915,0,4705
916,1,262
917,0,4553
918,1,1368
919,0,4148
920,0,1806
921,0,3493
922,1,4646
923,1,3165
924,1,1783
925,1,970
926,1,4322
927,1,2221
928,1,2217
929,1,665
930,1,1678
931,1,2
932,0,708
933,0,1104
934,0,3475
935,0,3477
936,-1,4530
937,0,856
938,1,396
939,1,2850
940,0,786
941,1,362
942,1,1534
943,1,1883
944,1,450
945,1,3947
946,0,2442
947,1,4097
948,1,2848
949,0,990
950,1,3104
951,1,2071
952,1,2872
953,1,3702
954,1,73
955,0,4050
956,1,4444
957,0,974
958,1,3752
959,1,1469
960,1,3684
961,1,1880
962,1,3723
963,1,3921
964,0,3403
965,1,639
966,0,3795
967,1,4487
968,1,2822
969,0,3246
970,0,1027
971,0,1844
972,0,4142
973,1,3184
974,1,1648
975,0,3061
976,1,3456
977,1,3208
978,1,4312
979,1,72
980,1,1841
981,0,1693
982,0,4081
983,1,3262
984,1,220
985,1,1748
986,1,560
987,0,3636
988,1,2355
989,0,2016
990,1,3543
991,1,3438
992,1,757
993,1,2853
994,0,384
995,1,1337
996,1,2754
997,1,480
998,1,4012
999,1,4544
1000,1,3724
1001,0,4107
1002,1,3888
1003,-1,3578
1004,1,2010
1005,0,965
1006,1,1968
1007,1,2126
1008,0,2693
1009,1,2219
1010,1,2571
1011,1,1031
1012,1,2638
1013,1,2088
1014,1,2728
1015,1,443
1016,1,582
1017,1,1341
1018,1,204
1019,1,3633
1020,0,3503
1021,1,2362
1022,0,2199
1023,0,3844
1024,1,2910
1025,0,3766
1026,0,1821
1027,0,3742
1028,1,1106
1029,0,1886
1030,1,3601
1031,1,1203
1032,0,779
1033,1,388
1034,1,3974
1035,0,4495
1036,0,766
1037,1,4075
1038,0,4109
1039,1,3440
1040,0,3602
1041,0,4124
1042,1,3005
1043,1,1189
1044,1,3520
1045,1,523
1046,1,2979
1047,0,3106
1048,1,189
1049,1,1669
1050,0,721
1051,1,3665
1052,1,585
1053,1,165
1054,1,1408
1055,1,2141
1056,0,564
1057,1,3254
1058,0,2196
1059,1,440
1060,1,2435
1061,1,2863
1062,0,4696
1063,1,1423
1064,1,2120
1065,1,1349
1066,0,1064
1067,1,2765
1068,1,4778
1069,1,3661
1070,1,690
1071,0,4607
1072,1,802
1073,1,3309
1074,1,413
1075,1,4462
1076,1,964
1077,1,2426
1078,0,2082
1079,1,2700
1080,1,1304
1081,1,2431
1082,1,855
1083,1,4489
1084,1,2989
1085,0,4473
1086,1,1293
1087,1,2506
1088,1,2616
1089,1,4316
1090,0,4765
1091,1,3959
1092,1,775
1093,1,2982
1094,1,4163
1095,1,2511
1096,1,4178
1097,1,467
1098,1,1284
1099,1,2224
1100,1,3958
1101,1,3911
1102,0,3191
1103,1,1640
1104,1,339
1105,0,3232
1106,1,2396
1107,0,408
1108,1,1618
1109,0,645
1110,1,1541
1111,0,4559
1112,0,41
1113,1,15
1114,0,4263
1115,1,2136
1116,0,1204
1117,1,4243
1118,1,3944
1119,1,2244
1120,0,4516
1121,1,3467
1122,1,2731
1123,1,2920
1124,1,865
1125,1,16
1126,0,3199
1127,1,3833
1128,0,3616
1129,1,4628
1130,1,658
1131,1,258
1132,0,1215
1133,1,3251
1134,0,903
1135,1,3936
1136,1,2604
1137,1,4000
1138,0,808
1139,1,1108
1140,0,3126
1141,1,1848
1142,0,3527
1143,1,1627
1144,1,2504
1145,1,4391
1146,1,3127
1147,1,1047
1148,1,1966
1149,1,322
1150,1,715
1151,1,2515
1152,1,2915
1153,1,3086
1154,1,1902
1155,0,2301
1156,1,2602
1157,0,4191
1158,1,2241
1159,1,2170
1160,1,2837
1161,1,3057
1162,1,338
1163,1,27
1164,1,3096
1165,1,2212
1166,1,96
1167,0,1840
1168,1,3811
1169,1,1884
1170,0,2296
1171,1,3906
1172,1,3650
1173,1,1760
1174,0,4603
1175,1,2634
1176,0,3322
1177,1,80
1178,1,3332
1179,1,321
1180,1,2713
1181,0,14
1182,0,3536
1183,0,3317
1184,0,228
1185,1,4435
1186,1,2254
1187,1,442
1188,1,4440
1189,1,940
1190,1,2470
1191,1,1723
1192,1,1485
1193,0,1805
1194,1,3801
1195,1,2497
1196,1,1212
1197,1,1767
1198,0,4135
1199,0,371
1200,1,3946
1201,1,2832
1202,1,3957
1203,1,294
1204,1,3615
1205,0,818
1206,1,3133
1207,0,468
1208,0,1974
1209,1,94
1210,0,1851
1211,1,121
1212,1,3816
1213,0,4768
1214,0,1593
1215,1,334
1216,1,4315
1217,1,1691
1218,0,4567
1219,0,311
1220,0,3140
1221,0,2976
1222,0,3718
1223,1,4302
1224,1,1522
1225,0,1144
1226,1,1306
1227,1,341
1228,0,3194
1229,0,4683
1230,1,4367
1231,0,961
1232,1,2996
1233,1,3346
1234,1,3201
1235,0,3787
1236,1,2505
1237,0,3721
1238,1,2759
1239,0,1943
1240,1,884
1241,1,3995
1242,1,3874
1243,1,2323
1244,1,3136
1245,1,1172
1246,0,2943
1247,1,1758
1248,1,2174
1249,1,4691
1250,1,2708
1251,1,2107
1252,1,303
1253,1,4370
1254,0,2113
1255,0,4737
1256,-1,875
1257,1,2724
1258,1,86
1259,1,1759
1260,1,4613
1261,1,678
1262,1,2543
1263,1,4326
1264,1,425
1265,1,2127
1266,1,1213
1267,1,4352
1268,1,2964
1269,1,3348
1270,1,3764
1271,1,1350
1272,1,2572
1273,0,4147
1274,1,1745
1275,1,2603
1276,1,219
1277,1,4139
1278,1,4123
1279,1,1319
1280,1,3984
1281,1,3235
1282,1,2173
1283,1,4523
1284,1,4007
1285,1,3495
1286,1,2344
1287,1,3948
1288,1,4674
1289,1,3410
1290,0,3407
1291,1,352
1292,1,478
1293,1,2805
1294,1,1155
1295,1,4304
1296,0,2197
1297,1,3570
1298,1,2436
1299,1,4748
1300,1,2503
1301,1,4119
1302,1,2342
1303,1,2226
1304,0,2800
1305,1,3556
1306,1,3124
1307,1,4175
1308,1,441
1309,1,4576
1310,1,2711
1311,0,3121
1312,1,4780
1313,1,454
1314,1,4730
1315,0,4725
1316,1,836
1317,1,312
1318,1,4714
1319,1,1836
1320,0,2887
1321,1,4605
1322,1,1024
1323,1,2166
1324,0,4556
1325,1,3859
1326,1,2353
1327,0,4586
1328,1,4598
1329,0,2444
1330,0,3509
1331,1,2218
1332,1,2188
1333,1,3011
1334,1,2864
1335,1,3940
1336,1,3778
1337,0,428
1338,1,3103
1339,1,4089
1340,1,3294
1341,0,1020
1342,1,4102
1343,1,2398
1344,0,4752
1345,1,1555
1346,1,1412
1347,1,2913
1348,1,3516
1349,1,4457
1350,1,4328
1351,0,4703
1352,0,4533
1353,1,3021
1354,0,4329
1355,1,1611
1356,1,2057
1357,1,1631
1358,1,2628
1359,0,379
1360,1,177
1361,1,2676
1362,0,2280
1363,0,737
1364,0,381
1365,1,571
1366,0,1118
1367,1,4167
1368,1,1336
1369,1,3429
1370,1,3902
1371,0,1326
1372,1,4211
1373,1,2636
1374,0,640
1375,1,4450
1376,1,3492
1377,0,3248
1378,1,3648
1379,1,3758
1380,1,2836
1381,1,3070
1382,0,2172
1383,0,3375
1384,1,4114
1385,1,3735
1386,1,2852
1387,1,143
1388,1,4231
1389,1,406
1390,1,3051
1391,1,635
1392,0,743
1393,0,3265
1394,1,1864
1395,1,1959
1396,1,3161
1397,1,1257
1398,1,2502
1399,1,4720
1400,1,4451
1401,0,1091
1402,0,627
1403,1,2147
1404,1,3979
1405,1,698
1406,1,2483
1407,1,1616
1408,1,1417
1409,1,1708
1410,1,960
1411,0,638
1412,1,1324
1413,1,3489
1414,0,516
1415,1,3173
1416,1,3656
1417,0,1598
1418,1,3271
1419,1,1010
1420,0,2084
1421,0,3125
1422,1,2293
1423,1,2459
1424,1,2346
1425,1,1207
1426,1,4208
1427,1,3193
1428,1,211
1429,1,2002
1430,1,2037
1431,1,2264
1432,1,864
1433,0,1133
1434,0,1139
1435,0,317
1436,1,3390
1437,1,33
1438,1,4333
1439,-1,3599
1440,1,2748
1441,1,2851
1442,0,2286
1443,1,994
1444,1,2808
1445,1,3054
1446,0,1494
1447,1,3426
1448,0,647
1449,1,2449
1450,1,1739
1451,0,4183
1452,1,3179
1453,1,565
1454,1,373
1455,1,2246
1456,1,3158
1457,1,2819
1458,1,4125
1459,1,2763
1460,1,4493
1461,1,2743
1462,0,221
1463,1,436
1464,1,3928
1465,1,3784
1466,1,4667
1467,1,4204
1468,-1,4531
1469,1,1733
1470,0,4630
1471,1,4332
1472,1,4417
1473,1,4160
1474,1,4716
1475,0,4426
1476,1,3144
1477,0,2901
1478,1,2838
1479,1,4290
1480,0,4520
1481,1,2195
1482,1,3561
1483,1,3931
1484,0,56
1485,0,4084
1486,1,378
1487,1,2867
1488,0,653
1489,0,1949
1490,0,810
1491,1,2593
1492,0,538
1493,1,4222
1494,1,3635
1495,0,329
1496,1,3113
1497,1,1645
1498,1,1374
1499,1,2404
1500,1,2597
1501,1,3361
1502,0,1272
1503,1,1099
1504,0,3776
1505,1,3640
1506,1,4255
1507,1,4470
1508,1,4349
1509,1,1362
1510,1,2198
1511,1,2490
1512,1,2789
1513,0,2450
1514,0,1680
1515,1,4456
1516,1,3408
1517,1,3532
1518,0,1961
1519,0,125
1520,0,1736
1521,1,1658
1522,1,3722
1523,1,2874
1524,1,1811
1525,1,3618
1526,1,1344
1527,1,3828
1528,1,224
1529,0,747
1530,1,3522
1531,1,2359
1532,1,4297
1533,0,841
1534,1,630
1535,0,1889
1536,1,2319
1537,1,2537
1538,1,3352
1539,0,4552
1540,1,1679
1541,1,3398
1542,0,4527
1543,1,4100
1544,1,1994
1545,1,2051
1546,1,2545
1547,0,1168
1548,1,2661
1549,1,3588
1550,1,656
1551,1,4313
1552,0,3882
1553,1,3683
1554,1,995
1555,1,3131
1556,1,3962
1557,1,1652
1558,-1,123
1559,0,1345
1560,0,2094
1561,0,4192
1562,1,4431
1563,1,2423
1564,1,2332
1565,0,4744
1566,1,2290
1567,0,3078
1568,1,3634
1569,1,3907
1570,1,1003
1571,1,3643
1572,0,3444
1573,1,2695
1574,1,1437
1575,1,1290
1576,0,1092
1577,1,930
1578,0,4664
1579,1,2902
1580,1,3120
1581,0,1666
1582,0,4636
1583,1,3938
1584,1,1664
1585,1,3223
1586,1,1859
1587,0,2448
1588,1,2670
1589,1,2261
1590,0,831
1591,1,501
1592,0,2456
1593,1,2725
1594,0,811
1595,1,2354
1596,0,332
1597,1,4436
1598,1,2182
1599,1,613
1600,1,2339
1601,1,380
1602,1,3953
1603,0,1913
1604,1,929
1605,1,2144
1606,1,157
1607,1,47
1608,1,2371
1609,1,8
1610,1,1952
1611,1,2625
1612,1,3056
1613,1,1273
1614,0,794
1615,1,2760
1616,1,3211
1617,1,4088
1618,1,3240
1619,0,3704
1620,1,991
1621,1,788
1622,1,2788
1623,0,4397
1624,0,4585
1625,1,46
1626,1,2640
1627,1,918
1628,0,3692
1629,1,144
1630,1,1542
1631,1,391
1632,1,345
1633,1,1295
1634,1,1727
1635,1,4267
1636,0,151
1637,1,4019
1638,1,3137
1639,1,1575
1640,0,3306
1641,0,3381
1642,0,4639
1643,1,1512
1644,1,2820
1645,1,4369
1646,1,4640
1647,1,1421
1648,1,4387
1649,1,3496
1650,1,3528
1651,0,899
1652,1,4590
1653,1,3417
1654,0,751
1655,1,434
1656,0,2297
1657,0,1300
1658,1,1404
1659,1,4296
1660,1,1334
1661,1,1794
1662,1,4287
1663,0,753
1664,1,4424
1665,1,1254
1666,0,2089
1667,1,3639
1668,0,2167
1669,1,3449
1670,0,4697
1671,0,3573
1672,1,3364
1673,1,2726
1674,1,962
1675,1,2134
1676,1,1001
1677,1,702
1678,1,2970
1679,1,1662
1680,0,4522
1681,1,4087
1682,1,3043
1683,0,288
1684,1,4372
1685,0,3619
1686,0,3386
1687,1,2565
1688,1,933
1689,1,1535
1690,1,104
1691,0,4715
1692,1,1112
1693,1,1942
1694,1,765
1695,1,2592
1696,1,1502
1697,0,659
1698,0,1229
1699,1,4362
1700,0,118
1701,1,1410
1702,1,1109
1703,0,719
1704,1,1259
1705,0,2029
1706,0,82
1707,1,176
1708,1,3917
1709,1,3284
1710,0,4338
1711,1,2734
1712,1,3219
1713,1,2865
1714,0,88
1715,1,4235
1716,0,242
1717,1,1654
1718,1,931
1719,1,1347
1720,1,4539
1721,1,1514
1722,1,3763
1723,1,1793
1724,1,3388
1725,1,34
1726,1,1296
1727,1,1744
1728,1,4039
1729,0,247
1730,1,229
1731,0,4460
1732,1,1249
1733,1,2348
1734,1,1796
1735,0,1171
1736,1,1333
1737,0,1517
1738,1,1094
1739,1,2630
1740,0,1089
1741,0,4529
1742,1,752
1743,1,506
1744,1,2365
1745,1,2599
1746,1,2473
1747,1,2433
1748,1,2686
1749,1,3287
1750,1,1635
1751,1,2329
1752,1,1515
1753,1,4345
1754,0,148
1755,1,2256
1756,1,2472
1757,1,1588
1758,1,745
1759,0,2304
1760,1,1396
1761,0,477
1762,0,4339
1763,1,504
1764,0,4112
1765,1,2519
1766,1,573
1767,1,298
1768,1,1770
1769,0,3089
1770,-1,1879
1771,1,226
1772,1,542
1773,1,2944
1774,1,1196
1775,1,4162
1776,0,615
1777,1,3939
1778,1,4526
1779,0,2027
1780,1,4037
1781,1,365
1782,1,431
1783,1,2124
1784,0,1220
1785,0,3831
1786,0,366
1787,1,1537
1788,0,3710
1789,1,169
1790,1,2999
1791,1,3068
1792,0,4606
1793,1,105
1794,1,2903
1795,1,3299
1796,1,2440
1797,1,1302
1798,0,3612
1799,1,1394
1800,1,1095
1801,1,109
1802,0,1105
1803,0,726
1804,1,1985
1805,1,2845
1806,1,4286
1807,1,2567
1808,1,1970
1809,1,4463
1810,1,2577
1811,1,4373
1812,1,532
1813,1,248
1814,1,156
1815,1,2366
1816,1,863
1817,0,3813
1818,1,368
1819,1,1695
1820,0,2458
1821,1,1428
1822,1,2331
1823,0,2104
1824,0,490
1825,1,1436
1826,1,132
1827,1,1885
1828,1,777
1829,1,79
1830,1,2518
1831,1,2231
1832,0,4173
1833,0,797
1834,1,4634
1835,1,2794
1836,1,3150
1837,1,4251
1838,1,4274
1839,1,4280
1840,0,2285
1841,1,4704
1842,1,4003
1843,0,3130
1844,0,3868
1845,1,1078
1846,1,1202
1847,1,2797
1848,0,2064
1849,0,4745
1850,0,820
1851,1,1323
1852,1,115
1853,1,4408
1854,1,3550
1855,0,3481
1856,1,1191
1857,1,4757
1858,1,1960
1859,0,4161
1860,0,1614
1861,0,2158
1862,1,3566
1863,1,1501
1864,1,1432
1865,1,3476
1866,1,4635
1867,1,2463
1868,0,445
1869,0,4784
1870,1,3657
1871,1,90
1872,1,4518
1873,0,479
1874,0,3781
1875,1,1506
1876,1,3719
1877,0,1038
1878,1,324
1879,0,4484
1880,1,2637
1881,1,2251
1882,0,4742
1883,1,3630
1884,1,411
1885,1,1288
1886,0,4359
1887,1,1251
1888,1,3469
1889,1,1579
1890,1,2533
1891,1,4293
1892,0,2077
1893,1,3689
1894,0,1802
1895,1,1256
1896,1,1583
1897,0,795
1898,1,584
1899,1,2817
1900,1,2782
1901,1,1348
1902,1,2549
1903,1,3453
1904,0,4272
1905,0,462
1906,1,4335
1907,0,602
1908,1,3963
1909,0,1554
1910,-1,3233
1911,1,3865
1912,1,2125
1913,0,1792
1914,0,2047
1915,0,1120
